ResultNumber,ProvinceTerritory,Health Region2007,HealthRegionCode2007,ForwardSortationAreaCodes,TestDurationInDays,AverageRadonConcentrationInBqPerM3,,,,,,
1186,NS,Zone 4,1204,B0E,84,29,,,,,,
1187,NS,Zone 4,1204,B0K,91,65,,,,,,
1188,NS,Zone 4,1204,B0K,91,166,,,,,,
1189,NS,Zone 4,1204,B0K,94,14,,,,,,
1190,NS,Zone 4,1204,B0K,94,17,,,,,,
1191,NS,Zone 4,1204,B0K,93,26,,,,,,
1192,NS,Zone 4,1204,B0K,98,62,,,,,,
1193,NS,Zone 4,1204,B0K,93,142,,,,,,
1194,NS,Zone 4,1204,B0K,92,149,,,,,,
1195,NS,Zone 4,1204,B9A,94,32,,,,,,
1196,NS,Zone 4,1204,B9A,91,14,,,,,,
1197,NS,Zone 4,1204,B9A,90,14,,,,,,
1198,NS,Zone 4,1204,B9A,95,14,,,,,,
1199,NS,Zone 4,1204,B9A,104,83,,,,,,
1200,NS,Zone 4,1204,B9A,89,155,,,,,,
1201,NS,Zone 4,1204,B0E,90,14,,,,,,
1202,NS,Zone 4,1204,B0E,101,26,,,,,,
1203,NS,Zone 4,1204,B0E,103,37,,,,,,
1204,NS,Zone 4,1204,B0K,91,110,,,,,,
1205,NS,Zone 4,1204,B0K,90,14,,,,,,
1206,NS,Zone 4,1204,B0K,111,27,,,,,,
1207,NS,Zone 4,1204,B0K,94,38,,,,,,
1208,NS,Zone 4,1204,B0J,90,14,,,,,,
1209,NS,Zone 4,1204,B0E,131,14,,,,,,
1210,NS,Zone 4,1204,B0E,108,14,,,,,,
1211,NS,Zone 4,1204,B0E,98,14,,,,,,
1212,NS,Zone 4,1204,B0E,97,14,,,,,,
1213,NS,Zone 4,1204,B0E,92,16,,,,,,
1214,NS,Zone 4,1204,B9A,101,139,,,,,,
1215,NS,Zone 4,1204,B0E,99,14,,,,,,
1216,NS,Zone 4,1204,B0E,91,22,,,,,,
1217,NS,Zone 4,1204,B0E,91,17,,,,,,
1218,NS,Zone 4,1204,B0E,91,14,,,,,,
1219,NS,Zone 4,1204,B0E,101,17,,,,,,
1220,NS,Zone 4,1204,B0E,92,19,,,,,,
1221,NS,Zone 4,1204,B0E,88,21,,,,,,
1222,NS,Zone 4,1204,B0K,119,14,,,,,,
1223,NS,Zone 4,1204,B0K,93,14,,,,,,
1224,NS,Zone 4,1204,B0K,90,14,,,,,,
1225,NS,Zone 4,1204,B0K,91,35,,,,,,
1226,NS,Zone 5,1205,B0E,99,14,,,,,,
1227,NS,Zone 5,1205,B0E,103,14,,,,,,
1228,NS,Zone 5,1205,B0E,98,14,,,,,,
1229,NS,Zone 5,1205,B0E,91,14,,,,,,
1230,NS,Zone 5,1205,B0E,91,14,,,,,,
1231,NS,Zone 5,1205,B0E,120,16,,,,,,
1232,NS,Zone 5,1205,B0E,91,16,,,,,,
1233,NS,Zone 5,1205,B0E,92,22,,,,,,
1234,NS,Zone 5,1205,B0E,92,25,,,,,,
1235,NS,Zone 5,1205,B0E,53,25,,,,,,
1236,NS,Zone 5,1205,B0E,91,28,,,,,,
1237,NS,Zone 5,1205,B0E,93,33,,,,,,
1238,NS,Zone 5,1205,B0E,90,43,,,,,,
1239,NS,Zone 5,1205,B0E,94,1341,,,,,,
1240,NS,Zone 5,1205,B1L,91,195,,,,,,
1241,NS,Zone 5,1205,B1M,91,20,,,,,,
1242,NS,Zone 5,1205,B0E,102,2692,,,,,,
1243,NS,Zone 5,1205,B0E,98,25,,,,,,
1244,NS,Zone 5,1205,B0E,99,66,,,,,,
1245,NS,Zone 5,1205,B0E,90,90,,,,,,
1246,NS,Zone 5,1205,B0E,102,121,,,,,,
1247,NS,Zone 5,1205,B0E,117,203,,,,,,
1248,NS,Zone 5,1205,B0E,99,569,,,,,,
1249,NS,Zone 5,1205,B0E,91,875,,,,,,
1250,NS,Zone 5,1205,B0E,90,1695,,,,,,
1251,NS,Zone 5,1205,B0C,91,92,,,,,,
1252,NS,Zone 5,1205,B0C,107,267,,,,,,
1253,NS,Zone 5,1205,*,108,81,,,,,,
1254,NS,Zone 5,1205,B0E,90,1767,,,,,,
1255,NS,Zone 5,1205,*,90,14,,,,,,
1256,NS,Zone 5,1205,B1A,91,14,,,,,,
1257,NS,Zone 5,1205,B1A,97,121,,,,,,
1258,NS,Zone 5,1205,B0E,90,156,,,,,,
1259,NS,Zone 5,1205,B0C,97,28,,,,,,
1260,NS,Zone 5,1205,B0C,128,97,,,,,,
1261,NS,Zone 5,1205,B0C,137,14,,,,,,
1262,NS,Zone 5,1205,B0E,97,14,,,,,,
1263,NS,Zone 5,1205,B0E,91,14,,,,,,
1264,NS,Zone 5,1205,B0E,90,37,,,,,,
1265,NS,Zone 5,1205,B0E,90,14,,,,,,
1266,NS,Zone 5,1205,*,110,60,,,,,,
1267,NS,Zone 5,1205,B0E,91,70,,,,,,
1268,NS,Zone 5,1205,B0E,91,90,,,,,,
1269,NS,Zone 5,1205,B0E,91,14,,,,,,
1270,NS,Zone 5,1205,B0E,90,178,,,,,,
1271,NS,Zone 5,1205,B0E,92,288,,,,,,
1272,NS,Zone 5,1205,B0E,94,14,,,,,,
1273,NS,Zone 5,1205,B0E,106,18,,,,,,
1274,NS,Zone 5,1205,B0E,91,27,,,,,,
1275,NS,Zone 5,1205,B0E,107,32,,,,,,
1276,NS,Zone 5,1205,B1M,104,14,,,,,,
1277,NS,Zone 5,1205,B0C,91,19,,,,,,
1278,NS,Zone 5,1205,B0C,90,101,,,,,,
1279,NS,Zone 5,1205,B0C,91,146,,,,,,
1280,NS,Zone 5,1205,B1H,96,14,,,,,,
1281,NS,Zone 5,1205,B1H,91,68,,,,,,
1282,NS,Zone 5,1205,*,95,22,,,,,,
1283,NS,Zone 5,1205,B0E,91,14,,,,,,
1284,NS,Zone 5,1205,B1L,92,93,,,,,,
1285,NS,Zone 5,1205,B1H,95,106,,,,,,
1286,NS,Zone 5,1205,B0C,135,14,,,,,,
1287,NS,Zone 5,1205,B0C,92,142,,,,,,
1288,NS,Zone 5,1205,B0E,92,425,,,,,,
1289,NS,Zone 5,1205,B1P,92,14,,,,,,
1290,NS,Zone 5,1205,B1P,91,164,,,,,,
1291,NS,Zone 5,1205,B1M,90,77,,,,,,
1292,NS,Zone 5,1205,B1N,87,14,,,,,,
1293,NS,Zone 5,1205,B1N,95,14,,,,,,
1294,NS,Zone 5,1205,B1P,91,14,,,,,,
1295,NS,Zone 5,1205,B1P,92,14,,,,,,
1296,NS,Zone 5,1205,B1P,91,16,,,,,,
1297,NS,Zone 5,1205,B1P,99,23,,,,,,
1298,NS,Zone 5,1205,B1P,98,28,,,,,,
1299,NS,Zone 5,1205,B1P,91,34,,,,,,
1300,NS,Zone 5,1205,B1P,92,53,,,,,,
1301,NS,Zone 5,1205,B1P,90,88,,,,,,
1302,NS,Zone 5,1205,B1P,89,173,,,,,,
1303,NS,Zone 5,1205,B1R,121,32,,,,,,
1304,NS,Zone 5,1205,B1R,102,95,,,,,,
1305,NS,Zone 5,1205,B1S,100,14,,,,,,
1306,NS,Zone 5,1205,B1S,91,18,,,,,,
1307,NS,Zone 5,1205,B1S,92,25,,,,,,
1308,NS,Zone 5,1205,B1S,95,76,,,,,,
1309,NS,Zone 5,1205,B1S,92,101,,,,,,
1310,NS,Zone 5,1205,B1S,91,190,,,,,,
1311,NS,Zone 5,1205,B1S,94,277,,,,,,
1312,NS,Zone 5,1205,B1S,91,1077,,,,,,
1313,NS,Zone 5,1205,*,98,14,,,,,,
1314,NS,Zone 5,1205,B1L,98,101,,,,,,
1315,NS,Zone 5,1205,B1V,113,14,,,,,,
1316,NS,Zone 5,1205,B1V,95,290,,,,,,
1317,NS,Zone 5,1205,B1N,91,14,,,,,,
1318,NS,Zone 6,1206,B0N,91,125,,,,,,
1319,NS,Zone 6,1206,B4E,94,14,,,,,,
1320,NS,Zone 6,1206,B4A,95,43,,,,,,
1321,NS,Zone 6,1206,B4A,116,59,,,,,,
1322,NS,Zone 6,1206,B4A,91,124,,,,,,
1323,NS,Zone 6,1206,B3T,104,104,,,,,,
1324,NS,Zone 6,1206,B2V,166,41,,,,,,
1325,NS,Zone 6,1206,B2W,91,18,,,,,,
1326,NS,Zone 6,1206,*,56,56,,,,,,
1327,NS,Zone 6,1206,B2V,101,14,,,,,,
1328,NS,Zone 6,1206,B2V,92,21,,,,,,
1329,NS,Zone 6,1206,B2V,101,23,,,,,,
1330,NS,Zone 6,1206,B2V,108,35,,,,,,
1331,NS,Zone 6,1206,B2W,91,14,,,,,,
1332,NS,Zone 6,1206,B2W,93,14,,,,,,
1333,NS,Zone 6,1206,B2W,80,20,,,,,,
1334,NS,Zone 6,1206,B2W,91,21,,,,,,
1335,NS,Zone 6,1206,B2W,114,22,,,,,,
1336,NS,Zone 6,1206,B2W,91,23,,,,,,
1337,NS,Zone 6,1206,B2W,91,25,,,,,,
1338,NS,Zone 6,1206,B2W,94,30,,,,,,
1339,NS,Zone 6,1206,B2W,92,34,,,,,,
1340,NS,Zone 6,1206,B2W,90,75,,,,,,
1341,NS,Zone 6,1206,B2W,95,81,,,,,,
1342,NS,Zone 6,1206,B2W,104,95,,,,,,
1343,NS,Zone 6,1206,B2W,91,97,,,,,,
1344,NS,Zone 6,1206,B2X,91,14,,,,,,
1345,NS,Zone 6,1206,B2X,111,54,,,,,,
1346,NS,Zone 6,1206,B2X,90,88,,,,,,
1347,NS,Zone 6,1206,B2X,120,114,,,,,,
1348,NS,Zone 6,1206,B2X,302,212,,,,,,
1349,NS,Zone 6,1206,B2X,104,219,,,,,,
1350,NS,Zone 6,1206,B3A,91,14,,,,,,
1351,NS,Zone 6,1206,B3A,91,14,,,,,,
1352,NS,Zone 6,1206,B3A,91,84,,,,,,
1353,NS,Zone 6,1206,B3A,90,110,,,,,,
1354,NS,Zone 6,1206,B3G,94,27,,,,,,
1355,NS,Zone 6,1206,B3G,133,60,,,,,,
1356,NS,Zone 6,1206,B3G,111,77,,,,,,
1357,NS,Zone 6,1206,B2T,105,27,,,,,,
1358,NS,Zone 6,1206,B2T,97,349,,,,,,
1359,NS,Zone 6,1206,B0P,105,28,,,,,,
1360,NS,Zone 6,1206,B2T,111,14,,,,,,
1361,NS,Zone 6,1206,B3V,94,34,,,,,,
1362,NS,Zone 6,1206,B3H,91,35,,,,,,
1363,NS,Zone 6,1206,B3H,91,35,,,,,,
1364,NS,Zone 6,1206,B3H,90,128,,,,,,
1365,NS,Zone 6,1206,B3H,210,279,,,,,,
1366,NS,Zone 6,1206,B3K,90,19,,,,,,
1367,NS,Zone 6,1206,B3K,95,24,,,,,,
1368,NS,Zone 6,1206,B3K,119,264,,,,,,
1369,NS,Zone 6,1206,B3L,92,24,,,,,,
1370,NS,Zone 6,1206,B3L,127,28,,,,,,
1371,NS,Zone 6,1206,B3L,110,71,,,,,,
1372,NS,Zone 6,1206,B3L,94,82,,,,,,
1373,NS,Zone 6,1206,B3M,93,14,,,,,,
1374,NS,Zone 6,1206,B3M,94,14,,,,,,
1375,NS,Zone 6,1206,B3M,91,14,,,,,,
1376,NS,Zone 6,1206,B3M,107,28,,,,,,
1377,NS,Zone 6,1206,B3M,91,82,,,,,,
1378,NS,Zone 6,1206,B3M,102,115,,,,,,
1379,NS,Zone 6,1206,B3M,98,137,,,,,,
1380,NS,Zone 6,1206,B3M,93,181,,,,,,
1381,NS,Zone 6,1206,B3M,94,295,,,,,,
1382,NS,Zone 6,1206,B3N,92,22,,,,,,
1383,NS,Zone 6,1206,B3N,90,36,,,,,,
1384,NS,Zone 6,1206,B3N,95,111,,,,,,
1385,NS,Zone 6,1206,B3N,91,126,,,,,,
1386,NS,Zone 6,1206,B3N,91,153,,,,,,
1387,NS,Zone 6,1206,B3N,92,222,,,,,,
1388,NS,Zone 6,1206,*,91,451,,,,,,
1389,NS,Zone 6,1206,B3Z,91,587,,,,,,
1390,NS,Zone 6,1206,B4B,95,14,,,,,,
1391,NS,Zone 6,1206,B4B,91,41,,,,,,
1392,NS,Zone 6,1206,B4B,101,83,,,,,,
1393,NS,Zone 6,1206,B4B,91,111,,,,,,
1394,NS,Zone 6,1206,B0P,104,14,,,,,,
1395,NS,Zone 6,1206,B0P,91,20,,,,,,
1396,NS,Zone 6,1206,B0J,90,24,,,,,,
1397,NS,Zone 6,1206,*,91,42,,,,,,
1398,NS,Zone 6,1206,B4C,92,14,,,,,,
1399,NS,Zone 6,1206,B4C,126,16,,,,,,
1400,NS,Zone 6,1206,B4E,101,21,,,,,,
1401,NS,Zone 6,1206,B4E,93,26,,,,,,
1402,NS,Zone 6,1206,B4E,90,60,,,,,,
1403,NS,Zone 6,1206,B2R,91,74,,,,,,
1404,NS,Zone 6,1206,B0N,99,58,,,,,,
1405,NS,Zone 6,1206,B0N,93,14,,,,,,
1406,NS,Zone 6,1206,B3Z,90,110,,,,,,
1407,NS,Zone 6,1206,B3Z,91,566,,,,,,
1408,NS,Zone 6,1206,B0N,91,37,,,,,,
1409,NS,Zone 6,1206,B0J,91,14,,,,,,
1410,NS,Zone 6,1206,B3T,92,326,,,,,,
1411,NS,Zone 6,1206,B3T,91,407,,,,,,
1412,NS,Zone 6,1206,B3T,108,750,,,,,,
1413,NS,Zone 6,1206,B0N,92,14,,,,,,
1414,NS,Zone 6,1206,B2R,102,52,,,,,,
1415,NS,Zone 6,1206,B0N,101,30,,,,,,
1416,NS,Zone 6,1206,B3V,89,43,,,,,,
1417,NS,Zone 6,1206,B0N,185,38,,,,,,
1418,NS,Zone 6,1206,B0N,125,110,,,,,,
1419,NB,Region 1,1301,E4Y,95,124,,,,,,
1420,NB,Region 1,1301,E4W,91,498,,,,,,
1421,NB,Region 1,1301,E1G,91,124,,,,,,
1422,NB,Region 1,1301,E4H,90,95,,,,,,
1423,NB,Region 1,1301,E1G,104,393,,,,,,
1424,NB,Region 1,1301,E4S,95,14,,,,,,
1425,NB,Region 1,1301,E4P,92,128,,,,,,
1426,NB,Region 1,1301,E4T,91,294,,,,,,
1427,NB,Region 1,1301,E4S,93,22,,,,,,
1428,NB,Region 1,1301,E4S,92,102,,,,,,
1429,NB,Region 1,1301,E4S,96,130,,,,,,
1430,NB,Region 1,1301,E4S,91,779,,,,,,
1431,NB,Region 1,1301,E4S,128,14,,,,,,
1432,NB,Region 1,1301,E4S,91,147,,,,,,
1433,NB,Region 1,1301,*,94,115,,,,,,
1434,NB,Region 1,1301,E4T,91,86,,,,,,
1435,NB,Region 1,1301,E4R,94,409,,,,,,
1436,NB,Region 1,1301,E4R,91,1309,,,,,,
1437,NB,Region 1,1301,E4H,116,63,,,,,,
1438,NB,Region 1,1301,E1A,104,14,,,,,,
1439,NB,Region 1,1301,E1A,118,14,,,,,,
1440,NB,Region 1,1301,E1A,86,17,,,,,,
1441,NB,Region 1,1301,E1A,93,32,,,,,,
1442,NB,Region 1,1301,E1A,91,41,,,,,,
1443,NB,Region 1,1301,E1A,90,65,,,,,,
1444,NB,Region 1,1301,E1A,91,65,,,,,,
1445,NB,Region 1,1301,E1G,93,14,,,,,,
1446,NB,Region 1,1301,E4H,189,18,,,,,,
1447,NB,Region 1,1301,E4Z,133,227,,,,,,
1448,NB,Region 1,1301,E4R,92,14,,,,,,
1449,NB,Region 1,1301,E4R,112,62,,,,,,
1450,NB,Region 1,1301,E4R,91,113,,,,,,
1451,NB,Region 1,1301,E4R,94,237,,,,,,
1452,NB,Region 1,1301,E4R,126,248,,,,,,
1453,NB,Region 1,1301,E4R,91,268,,,,,,
1454,NB,Region 1,1301,E4Z,106,55,,,,,,
1455,NB,Region 1,1301,E4H,110,25,,,,,,
1456,NB,Region 1,1301,E4H,91,14,,,,,,
1457,NB,Region 1,1301,E4Z,94,34,,,,,,
1458,NB,Region 1,1301,E1H,90,385,,,,,,
1459,NB,Region 1,1301,E1J,91,16,,,,,,
1460,NB,Region 1,1301,E1J,92,17,,,,,,
1461,NB,Region 1,1301,E1J,141,50,,,,,,
1462,NB,Region 1,1301,E1J,94,430,,,,,,
1463,NB,Region 1,1301,*,91,103,,,,,,
1464,NB,Region 1,1301,E1A,91,14,,,,,,
1465,NB,Region 1,1301,E1A,124,14,,,,,,
1466,NB,Region 1,1301,E1A,146,14,,,,,,
1467,NB,Region 1,1301,E1A,100,20,,,,,,
1468,NB,Region 1,1301,E1A,74,49,,,,,,
1469,NB,Region 1,1301,E1A,101,96,,,,,,
1470,NB,Region 1,1301,E1A,101,130,,,,,,
1471,NB,Region 1,1301,E1C,93,14,,,,,,
1472,NB,Region 1,1301,E1C,90,14,,,,,,
1473,NB,Region 1,1301,E1C,92,14,,,,,,
1474,NB,Region 1,1301,E1C,91,16,,,,,,
1475,NB,Region 1,1301,E1C,93,16,,,,,,
1476,NB,Region 1,1301,E1C,92,34,,,,,,
1477,NB,Region 1,1301,E1C,92,150,,,,,,
1478,NB,Region 1,1301,E1C,100,227,,,,,,
1479,NB,Region 1,1301,E1E,91,14,,,,,,
1480,NB,Region 1,1301,E1E,100,27,,,,,,
1481,NB,Region 1,1301,E1G,184,14,,,,,,
1482,NB,Region 1,1301,E1G,111,19,,,,,,
1483,NB,Region 1,1301,E1G,91,36,,,,,,
1484,NB,Region 1,1301,E1G,92,36,,,,,,
1485,NB,Region 1,1301,E1G,90,38,,,,,,
1486,NB,Region 1,1301,E1G,91,92,,,,,,
1487,NB,Region 1,1301,E1G,95,122,,,,,,
1488,NB,Region 1,1301,E1G,91,159,,,,,,
1489,NB,Region 1,1301,E1G,91,427,,,,,,
1490,NB,Region 1,1301,E1G,92,1147,,,,,,
1491,NB,Region 1,1301,E4W,120,877,,,,,,
1492,NB,Region 1,1301,E4Z,92,31,,,,,,
1493,NB,Region 1,1301,*,92,79,,,,,,
1494,NB,Region 1,1301,E4W,92,361,,,,,,
1495,NB,Region 1,1301,E4W,82,386,,,,,,
1496,NB,Region 1,1301,E4W,115,114,,,,,,
1497,NB,Region 1,1301,E4W,96,226,,,,,,
1498,NB,Region 1,1301,E4W,121,327,,,,,,
1499,NB,Region 1,1301,E4W,113,55,,,,,,
1500,NB,Region 1,1301,E1B,91,14,,,,,,
1501,NB,Region 1,1301,E1B,92,14,,,,,,
1502,NB,Region 1,1301,E1B,92,14,,,,,,
1503,NB,Region 1,1301,E1B,99,14,,,,,,
1504,NB,Region 1,1301,E1B,92,14,,,,,,
1505,NB,Region 1,1301,E1B,92,14,,,,,,
1506,NB,Region 1,1301,E1B,105,14,,,,,,
1507,NB,Region 1,1301,E1B,90,24,,,,,,
1508,NB,Region 1,1301,E1B,106,24,,,,,,
1509,NB,Region 1,1301,E1B,95,27,,,,,,
1510,NB,Region 1,1301,E1B,64,44,,,,,,
1511,NB,Region 1,1301,E1B,117,62,,,,,,
1512,NB,Region 1,1301,E1B,91,65,,,,,,
1513,NB,Region 1,1301,E1B,91,67,,,,,,
1514,NB,Region 1,1301,E1B,103,93,,,,,,
1515,NB,Region 1,1301,E1B,93,111,,,,,,
1516,NB,Region 1,1301,*,92,23,,,,,,
1517,NB,Region 1,1301,*,93,23,,,,,,
1518,NB,Region 1,1301,E4X,163,51,,,,,,
1519,NB,Region 1,1301,E4T,104,28,,,,,,
1520,NB,Region 1,1301,*,98,265,,,,,,
1521,NB,Region 1,1301,E4P,92,58,,,,,,
1522,NB,Region 1,1301,E4P,103,114,,,,,,
1523,NB,Region 1,1301,E4S,90,14,,,,,,
1524,NB,Region 1,1301,E4X,98,118,,,,,,
1525,NB,Region 1,1301,E1H,91,41,,,,,,
1526,NB,Region 2,1302,*,96,31,,,,,,
1527,NB,Region 2,1302,*,91,170,,,,,,
1528,NB,Region 2,1302,E5H,96,241,,,,,,
1529,NB,Region 2,1302,E5H,92,29,,,,,,
1530,NB,Region 2,1302,E5H,90,56,,,,,,
1531,NB,Region 2,1302,E5B,92,256,,,,,,
1532,NB,Region 2,1302,E4C,92,106,,,,,,
1533,NB,Region 2,1302,E4C,90,170,,,,,,
1534,NB,Region 2,1302,E4C,96,174,,,,,,
1535,NB,Region 2,1302,E5S,91,43,,,,,,
1536,NB,Region 2,1302,E5B,91,79,,,,,,
1537,NB,Region 2,1302,E4C,92,84,,,,,,
1538,NB,Region 2,1302,E5N,94,101,,,,,,
1539,NB,Region 2,1302,E3L,101,50,,,,,,
1540,NB,Region 2,1302,E3L,91,168,,,,,,
1541,NB,Region 2,1302,E5K,91,62,,,,,,
1542,NB,Region 2,1302,E5K,81,93,,,,,,
1543,NB,Region 2,1302,E5K,92,163,,,,,,
1544,NB,Region 2,1302,E5K,91,185,,,,,,
1545,NB,Region 2,1302,E5G,91,14,,,,,,
1546,NB,Region 2,1302,E5G,94,14,,,,,,
1547,NB,Region 2,1302,E5G,91,14,,,,,,
1548,NB,Region 2,1302,E5G,100,14,,,,,,
1549,NB,Region 2,1302,E5N,94,97,,,,,,
1550,NB,Region 2,1302,E5N,90,120,,,,,,
1551,NB,Region 2,1302,E4C,99,20,,,,,,
1552,NB,Region 2,1302,E5N,91,38,,,,,,
1553,NB,Region 2,1302,E5N,101,62,,,,,,
1554,NB,Region 2,1302,*,92,14,,,,,,
1555,NB,Region 2,1302,E5A,92,14,,,,,,
1556,NB,Region 2,1302,E5J,93,87,,,,,,
1557,NB,Region 2,1302,E3L,116,26,,,,,,
1558,NB,Region 2,1302,E5S,92,14,,,,,,
1559,NB,Region 2,1302,E5A,120,239,,,,,,
1560,NB,Region 2,1302,E5J,96,205,,,,,,
1561,NB,Region 2,1302,E4C,100,176,,,,,,
1562,NB,Region 2,1302,E5K,96,267,,,,,,
1563,NB,Region 2,1302,E5K,93,192,,,,,,
1564,NB,Region 2,1302,E4E,99,142,,,,,,
1565,NB,Region 2,1302,E5T,92,74,,,,,,
1566,NB,Region 2,1302,E5T,99,231,,,,,,
1567,NB,Region 2,1302,E5N,91,71,,,,,,
1568,NB,Region 2,1302,E4E,92,123,,,,,,
1569,NB,Region 2,1302,E5J,91,27,,,,,,
1570,NB,Region 2,1302,E2E,92,29,,,,,,
1571,NB,Region 2,1302,E2E,121,69,,,,,,
1572,NB,Region 2,1302,E2E,93,70,,,,,,
1573,NB,Region 2,1302,E2E,91,74,,,,,,
1574,NB,Region 2,1302,E2E,91,164,,,,,,
1575,NB,Region 2,1302,E2G,98,87,,,,,,
1576,NB,Region 2,1302,E2G,107,136,,,,,,
1577,NB,Region 2,1302,E2G,92,151,,,,,,
1578,NB,Region 2,1302,E2G,96,163,,,,,,
1579,NB,Region 2,1302,E5A,91,18,,,,,,
1580,NB,Region 2,1302,E2E,91,14,,,,,,
1581,NB,Region 2,1302,E2E,91,20,,,,,,
1582,NB,Region 2,1302,E2E,93,23,,,,,,
1583,NB,Region 2,1302,E2E,130,27,,,,,,
1584,NB,Region 2,1302,E2E,101,27,,,,,,
1585,NB,Region 2,1302,E2E,92,33,,,,,,
1586,NB,Region 2,1302,E2E,93,69,,,,,,
1587,NB,Region 2,1302,E2E,105,78,,,,,,
1588,NB,Region 2,1302,E2E,99,201,,,,,,
1589,NB,Region 2,1302,E2H,106,14,,,,,,
1590,NB,Region 2,1302,E2J,97,14,,,,,,
1591,NB,Region 2,1302,E2M,98,26,,,,,,
1592,NB,Region 2,1302,E2M,113,150,,,,,,
1593,NB,Region 2,1302,E2H,108,14,,,,,,
1594,NB,Region 2,1302,E2J,91,14,,,,,,
1595,NB,Region 2,1302,E2J,112,14,,,,,,
1596,NB,Region 2,1302,E2J,94,14,,,,,,
1597,NB,Region 2,1302,E2J,92,23,,,,,,
1598,NB,Region 2,1302,E2J,92,101,,,,,,
1599,NB,Region 2,1302,E2J,92,129,,,,,,
1600,NB,Region 2,1302,E2J,91,363,,,,,,
1601,NB,Region 2,1302,E2J,100,20,,,,,,
1602,NB,Region 2,1302,*,90,14,,,,,,
1603,NB,Region 2,1302,E2L,93,14,,,,,,
1604,NB,Region 2,1302,E2L,91,82,,,,,,
1605,NB,Region 2,1302,E2M,95,19,,,,,,
1606,NB,Region 2,1302,E2M,91,25,,,,,,
1607,NB,Region 2,1302,E2M,107,26,,,,,,
1608,NB,Region 2,1302,E2M,107,74,,,,,,
1609,NB,Region 2,1302,E2M,94,93,,,,,,
1610,NB,Region 2,1302,E2M,92,103,,,,,,
1611,NB,Region 2,1302,E2M,101,196,,,,,,
1612,NB,Region 2,1302,*,100,629,,,,,,
1613,NB,Region 2,1302,E4E,91,403,,,,,,
1614,NB,Region 2,1302,E5B,121,18,,,,,,
1615,NB,Region 2,1302,E5B,102,27,,,,,,
1616,NB,Region 2,1302,E3L,93,14,,,,,,
1617,NB,Region 2,1302,E3L,103,15,,,,,,
1618,NB,Region 2,1302,E3L,99,25,,,,,,
1619,NB,Region 2,1302,E3L,62,36,,,,,,
1620,NB,Region 2,1302,E3L,95,42,,,,,,
1621,NB,Region 2,1302,E4E,106,16,,,,,,
1622,NB,Region 2,1302,E4E,151,124,,,,,,
1623,NB,Region 2,1302,E4E,91,14,,,,,,
1624,NB,Region 2,1302,E4E,90,221,,,,,,
1625,NB,Region 2,1302,E5T,94,122,,,,,,
1626,NB,Region 2,1302,E4C,93,67,,,,,,
1627,NB,Region 3,1303,E7L,101,261,,,,,,
1628,NB,Region 3,1303,E7H,87,143,,,,,,
1629,NB,Region 3,1303,*,91,537,,,,,,
1630,NB,Region 3,1303,E4A,90,31,,,,,,
1631,NB,Region 3,1303,E4A,117,64,,,,,,
1632,NB,Region 3,1303,E7P,93,36,,,,,,
1633,NB,Region 3,1303,E2V,92,14,,,,,,
1634,NB,Region 3,1303,E7L,93,213,,,,,,
1635,NB,Region 3,1303,E4B,135,1162,,,,,,
1636,NB,Region 3,1303,E7K,92,992,,,,,,
1637,NB,Region 3,1303,E3C,90,34,,,,,,
1638,NB,Region 3,1303,E4A,112,16,,,,,,
1639,NB,Region 3,1303,E4A,91,686,,,,,,
1640,NB,Region 3,1303,E4A,107,48,,,,,,
1641,NB,Region 3,1303,E3G,95,14,,,,,,
1642,NB,Region 3,1303,E3G,94,72,,,,,,
1643,NB,Region 3,1303,E3G,94,75,,,,,,
1644,NB,Region 3,1303,*,91,225,,,,,,
1645,NB,Region 3,1303,E3G,105,175,,,,,,
1646,NB,Region 3,1303,E4B,91,32,,,,,,
1647,NB,Region 3,1303,E7L,87,293,,,,,,
1648,NB,Region 3,1303,E3A,92,14,,,,,,
1649,NB,Region 3,1303,E3A,91,14,,,,,,
1650,NB,Region 3,1303,E3A,91,93,,,,,,
1651,NB,Region 3,1303,E3A,91,281,,,,,,
1652,NB,Region 3,1303,E3B,92,14,,,,,,
1653,NB,Region 3,1303,E3B,97,14,,,,,,
1654,NB,Region 3,1303,E3B,93,17,,,,,,
1655,NB,Region 3,1303,E3B,92,17,,,,,,
1656,NB,Region 3,1303,E3B,106,17,,,,,,
1657,NB,Region 3,1303,E3B,91,21,,,,,,
1658,NB,Region 3,1303,E3B,91,23,,,,,,
1659,NB,Region 3,1303,E3B,93,24,,,,,,
1660,NB,Region 3,1303,E3B,91,27,,,,,,
1661,NB,Region 3,1303,E3B,94,37,,,,,,
1662,NB,Region 3,1303,E3B,92,113,,,,,,
1663,NB,Region 3,1303,E3B,90,123,,,,,,
1664,NB,Region 3,1303,E3C,118,14,,,,,,
1665,NB,Region 3,1303,E5L,59,25,,,,,,
1666,NB,Region 3,1303,*,96,21,,,,,,
1667,NB,Region 3,1303,E2V,92,18,,,,,,
1668,NB,Region 3,1303,E2V,92,39,,,,,,
1669,NB,Region 3,1303,E6K,105,49,,,,,,
1670,NB,Region 3,1303,E6K,91,93,,,,,,
1671,NB,Region 3,1303,E6K,93,96,,,,,,
1672,NB,Region 3,1303,E5L,127,55,,,,,,
1673,NB,Region 3,1303,E5L,105,84,,,,,,
1674,NB,Region 3,1303,E3E,91,309,,,,,,
